Customer_ID,Annual_Income,Debt_to_Income_Ratio,Employment_Length_Years,Credit_Lines_Outstanding,Loan_Amount,FICO_Score,Previous_Delinquencies,Loan_Term_Months,Interest_Rate_%,Defaulted
CUST08126,59701,0.53,16,11,25867,828,4,48,10.52,0
CUST08127,121943,0.4,11,13,82342,494,6,60,18.67,1
CUST08128,130408,0.53,9,11,42791,821,2,48,9.27,1
CUST08129,190643,0.41,32,13,87861,671,0,60,10.69,0
CUST08130,25521,0.38,23,5,55277,679,7,36,14.67,1
CUST08131,71093,0.4,38,11,63558,437,8,60,21.31,0
CUST08132,127261,0.2,28,14,95116,316,1,48,16.95,0
CUST08133,181896,0.16,2,11,96925,394,5,60,18.23,1
CUST08134,148998,0.44,3,4,85556,591,5,36,15.67,0
CUST08135,56816,0.35,9,4,41902,326,6,60,21.93,0
CUST08136,159606,0.25,20,4,70594,629,6,60,14.52,1
CUST08137,140503,0.2,3,8,18334,583,8,60,16.53,1
CUST08138,42342,0.49,18,1,99716,517,4,48,16.99,1
CUST08139,61232,0.47,19,14,27566,775,1,48,9.1,0
CUST08140,103467,0.46,5,5,20887,830,3,60,9.72,0
CUST08141,170124,0.23,20,14,88552,685,1,60,9.64,0
CUST08142,175234,0.55,0,1,71026,704,3,36,12.69,0
CUST08143,173654,0.13,31,4,28028,411,3,48,15.72,1
CUST08144,137675,0.21,31,6,37498,325,1,36,16.83,1
CUST08145,137806,0.51,31,10,29738,385,3,48,19.33,0
CUST08146,83789,0.4,33,10,48769,435,2,48,16.65,1
CUST08147,139189,0.49,36,13,72983,401,0,36,16.72,1
CUST08148,92051,0.17,29,11,49746,564,7,36,15.5,1
CUST08149,20981,0.56,29,10,85028,654,7,48,16.66,0
CUST08150,159799,0.35,23,14,42125,671,3,36,11.81,0
CUST08151,108349,0.15,30,1,49689,434,7,48,18.18,1
CUST08152,160657,0.21,9,15,2416,640,1,36,9.96,0
CUST08153,102161,0.55,2,3,40901,741,2,60,11.68,1
CUST08154,77797,0.33,31,13,54387,477,6,36,17.98,0
CUST08155,104213,0.26,25,13,84038,823,5,48,9.17,0
CUST08156,122247,0.51,4,7,26792,544,5,48,17.26,0
CUST08157,33586,0.28,34,13,48351,685,8,48,14.44,1
CUST08158,124101,0.37,4,7,55432,692,2,60,11.31,1
CUST08159,62622,0.58,27,14,24197,404,1,48,18.07,1
CUST08160,134907,0.34,10,14,75348,685,2,48,10.72,0
CUST08161,165570,0.54,4,12,86056,389,2,48,18.78,0
CUST08162,21983,0.57,32,7,47310,783,7,36,13.92,0
CUST08163,94650,0.57,21,7,88805,588,4,60,16.58,1
CUST08164,182123,0.49,2,8,31560,625,8,48,17.43,1
CUST08165,177764,0.37,5,4,24717,407,6,36,19.83,0
CUST08166,21749,0.06,19,3,69662,319,2,60,16.97,0
CUST08167,33574,0.2,8,15,64128,438,5,36,17.09,1
CUST08168,73546,0.41,4,15,95902,496,2,48,15.4,0
CUST08169,95041,0.15,6,5,60628,588,3,60,12.52,0
CUST08170,89830,0.31,36,1,97698,604,2,36,12.25,0
CUST08171,136418,0.29,2,6,85834,406,4,36,17.81,0
CUST08172,108600,0.29,32,3,33619,667,6,36,13.51,1
CUST08173,107287,0.53,25,5,75248,722,4,60,13.33,0
CUST08174,31551,0.44,33,10,46847,472,2,36,16.17,0
CUST08175,148852,0.31,30,8,86243,668,2,48,10.85,0
CUST08176,131888,0.59,24,15,47545,641,6,48,16.48,0
CUST08177,157284,0.59,37,10,85685,428,8,36,22.53,1
CUST08178,104830,0.15,8,6,31349,438,1,36,13.89,0
CUST08179,43100,0.42,9,2,71069,384,2,48,17.93,1
CUST08180,179860,0.12,35,2,73782,366,2,36,15.92,0
CUST08181,149100,0.3,4,10,56334,582,5,60,15.25,0
CUST08182,49751,0.38,13,15,31613,331,5,36,20.86,0
CUST08183,161399,0.46,0,10,31974,720,3,36,11.62,0
CUST08184,68321,0.14,15,4,4767,828,0,48,4.6,0
CUST08185,103759,0.05,31,7,13369,625,3,36,10.41,0
CUST08186,77789,0.28,2,12,75190,831,7,60,11.05,0
CUST08187,175610,0.22,4,15,24916,530,7,48,16.64,0
CUST08188,76773,0.13,21,12,57044,803,3,48,7.17,1
CUST08189,119660,0.38,32,4,81695,644,2,60,12.43,0
CUST08190,69190,0.2,8,1,33653,575,0,60,11.1,0
CUST08191,189389,0.46,14,12,52138,817,0,36,7.4,1
CUST08192,85870,0.49,29,14,58371,803,6,36,12.15,1
CUST08193,83556,0.2,33,7,57503,760,6,48,10.76,1
CUST08194,126820,0.38,8,4,93466,729,5,60,12.68,0
CUST08195,91007,0.2,20,5,43625,785,6,36,10.22,0
CUST08196,37786,0.53,39,11,41204,326,7,36,23.57,1
CUST08197,70996,0.34,15,15,62240,682,4,48,12.19,0
CUST08198,116763,0.17,0,9,47728,358,2,60,16.99,0
CUST08199,46195,0.34,11,13,7376,832,2,36,7.51,0
CUST08200,70925,0.53,0,3,16115,756,0,60,9.79,1
CUST08201,149336,0.27,23,6,98166,616,1,48,10.97,1
CUST08202,192247,0.22,23,4,79907,661,4,36,11.68,0
CUST08203,122927,0.14,25,7,54201,491,7,60,17.35,0
CUST08204,146209,0.12,16,10,96041,417,5,48,16.91,1
CUST08205,78735,0.6,36,7,82328,554,7,36,19.16,0
CUST08206,154486,0.33,40,13,13234,322,3,60,19.76,1
CUST08207,129154,0.51,12,11,63573,717,7,60,15.38,1
CUST08208,91432,0.5,15,10,45100,526,2,48,15.47,0
CUST08209,194312,0.26,25,3,15309,629,4,36,12.7,0
CUST08210,34081,0.52,5,5,11945,684,3,48,12.88,0
CUST08211,141625,0.29,16,2,35199,478,5,60,17.44,0
CUST08212,116285,0.23,30,3,96854,579,5,36,14.25,0
CUST08213,182738,0.25,18,4,80757,426,7,60,19.65,1
CUST08214,113196,0.47,19,14,6211,534,5,36,17.15,0
CUST08215,72941,0.28,2,2,1077,347,1,36,16.91,0
CUST08216,114320,0.2,38,10,34865,494,4,60,15.67,0
CUST08217,73670,0.28,34,15,20948,499,6,36,17.1,0
CUST08218,112403,0.37,13,5,27302,374,1,36,17.05,1
CUST08219,169134,0.27,3,12,48474,792,2,48,7.83,0
CUST08220,86742,0.34,2,13,94535,528,5,60,16.75,0
CUST08221,46097,0.35,29,6,61490,602,8,36,16.81,1
CUST08222,160322,0.1,13,12,28178,424,7,48,17.99,0
CUST08223,175187,0.23,28,9,46294,841,3,48,7.14,0
CUST08224,74336,0.32,38,12,32710,496,7,48,18.18,0
CUST08225,90884,0.56,39,2,39133,518,3,36,16.82,0
CUST08226,124500,0.34,31,2,12097,539,7,60,17.91,1
CUST08227,163720,0.15,11,3,57687,764,6,60,10.78,0
CUST08228,198855,0.48,5,1,96540,756,8,48,14.49,1
CUST08229,187965,0.14,14,2,32031,421,6,48,17.68,1
CUST08230,174169,0.37,36,3,26959,834,5,36,9.81,0
CUST08231,151428,0.49,3,9,54963,513,6,48,18.47,1
CUST08232,79563,0.2,40,11,62792,826,5,60,9.12,0
CUST08233,135384,0.21,8,8,11809,435,5,48,17.23,1
CUST08234,70680,0.34,21,15,81141,393,8,60,21.79,1
CUST08235,163752,0.23,35,9,39988,757,0,48,6.87,0
CUST08236,70570,0.41,13,2,24706,485,2,36,15.64,0
CUST08237,189750,0.58,38,10,11043,609,5,48,16.4,1
CUST08238,145806,0.33,39,7,8284,410,7,60,20.64,0
CUST08239,108587,0.2,32,3,11420,484,7,48,17.49,0
CUST08240,159112,0.1,39,14,2258,694,5,60,11.2,0
CUST08241,141388,0.25,12,5,71987,589,1,60,11.89,1
CUST08242,128003,0.55,27,3,39463,482,4,48,18.23,1
CUST08243,61874,0.14,11,9,41315,845,7,48,9.13,0
CUST08244,111094,0.15,22,9,49277,314,4,36,18.69,0
CUST08245,51712,0.28,31,1,89639,666,6,60,13.95,1
CUST08246,119582,0.17,10,10,73129,519,4,60,14.88,1
CUST08247,114037,0.24,6,14,49676,636,8,60,15.69,1
CUST08248,139904,0.4,18,11,34203,518,4,36,16.24,0
CUST08249,82685,0.54,15,3,76982,413,3,48,18.95,0
CUST08250,36364,0.47,15,9,46043,362,4,60,20.71,0
CUST08251,134875,0.57,36,13,78938,736,4,48,12.85,1
CUST08252,32441,0.39,5,1,86906,802,8,60,13.27,1
CUST08253,105738,0.1,27,4,45335,471,1,48,12.77,1
CUST08254,108148,0.35,14,2,61036,462,2,36,15.67,0
CUST08255,163081,0.49,12,15,70817,690,1,48,11.11,1
CUST08256,96964,0.27,23,9,86505,304,8,48,22.67,1
CUST08257,57088,0.39,12,5,38639,497,1,60,15.02,0
CUST08258,49531,0.55,0,3,95197,431,8,48,22.14,1
CUST08259,97918,0.07,19,7,29991,711,2,36,7.99,0
CUST08260,48738,0.44,33,13,10731,787,3,48,9.99,0
CUST08261,28413,0.09,6,3,58395,362,1,36,15.07,0
CUST08262,117590,0.13,14,10,12890,753,3,36,8.26,0
CUST08263,195034,0.57,13,2,21126,488,4,60,18.76,1
CUST08264,182684,0.44,20,5,34499,661,6,48,14.84,0
CUST08265,55489,0.18,18,1,87769,783,8,36,11.5,0
CUST08266,121032,0.07,5,10,63641,414,7,60,18.47,0
CUST08267,130941,0.55,32,4,28511,669,2,36,12.75,0
CUST08268,68713,0.18,16,7,79283,420,1,60,15.02,1
CUST08269,30560,0.16,32,9,89551,466,4,60,15.96,1
CUST08270,49809,0.31,40,2,50729,486,8,48,19.02,1
CUST08271,98130,0.55,30,6,84212,757,5,60,13.43,0
CUST08272,169180,0.45,19,4,65674,785,1,48,8.72,0
CUST08273,52188,0.11,31,9,42572,512,6,36,15.45,0
CUST08274,124777,0.08,28,8,97198,533,7,60,15.96,0
CUST08275,195993,0.54,33,11,9478,567,8,60,19.59,0
CUST08276,110087,0.57,28,10,89659,445,8,48,22,0
CUST08277,174150,0.1,22,10,55227,587,6,36,13.74,0
CUST08278,56095,0.28,8,7,77512,754,4,48,10.13,0
CUST08279,41327,0.56,40,4,77615,504,8,48,20.63,1
CUST08280,170793,0.44,35,14,3562,505,4,36,16.85,1
CUST08281,152899,0.26,14,8,60617,662,1,60,10.38,0
CUST08282,141264,0.41,34,7,56915,422,1,60,16.82,1
CUST08283,120004,0.52,14,9,51206,319,3,36,20.85,0
CUST08284,108909,0.06,37,1,28781,748,6,36,9.91,0
CUST08285,78502,0.58,13,5,41508,322,5,60,23.16,1
CUST08286,141969,0.34,35,2,54454,827,0,60,6.72,0
CUST08287,147768,0.29,15,8,40954,441,1,48,14.94,0
CUST08288,65431,0.28,28,4,18738,675,2,36,10.46,0
CUST08289,132130,0.15,2,11,55595,694,1,36,8.3,1
CUST08290,170223,0.46,36,15,24533,502,4,48,17.07,0
CUST08291,34523,0.14,10,8,71683,759,5,60,10.11,0
CUST08292,49568,0.3,40,10,23171,461,2,48,15.29,0
CUST08293,175680,0.24,35,2,77484,596,2,36,11.86,0
CUST08294,155366,0.27,8,14,75218,496,0,36,12.88,0
CUST08295,47370,0.24,9,13,87682,618,7,48,14.88,0
CUST08296,30618,0.34,25,3,29877,341,1,60,18.03,1
CUST08297,112875,0.34,9,4,72247,523,4,36,15.65,0
CUST08298,111465,0.55,31,4,53143,390,5,60,21.44,1
CUST08299,31542,0.08,25,5,42947,408,3,48,15.38,0
CUST08300,39122,0.22,32,5,28052,638,5,36,12.89,0
CUST08301,94647,0.27,11,2,28481,576,4,60,14.44,0
CUST08302,144503,0.16,20,14,65964,770,6,48,10.23,0
CUST08303,33390,0.09,9,1,43872,687,0,48,7.28,0
CUST08304,93859,0.39,30,15,62245,619,2,48,12.56,1
CUST08305,145571,0.57,40,12,11076,797,1,48,9.42,0
CUST08306,185658,0.08,9,5,42297,501,1,36,11.95,0
CUST08307,60012,0.37,26,10,21471,738,7,48,13.3,1
CUST08308,137984,0.49,16,11,53105,513,0,60,14.77,0
CUST08309,76005,0.32,27,4,54199,835,0,60,6.39,0
CUST08310,177924,0.31,2,7,40245,732,0,48,8.05,0
CUST08311,192955,0.46,19,7,58567,542,8,36,19,0
CUST08312,166640,0.17,26,4,65402,334,0,48,15.62,0
CUST08313,32681,0.06,16,8,96897,336,3,48,16.79,1
CUST08314,146446,0.48,17,5,39920,431,4,60,19.28,1
CUST08315,199005,0.14,18,4,8714,516,5,48,14.91,1
CUST08316,135406,0.53,26,1,75369,655,7,36,16.39,0
CUST08317,48980,0.37,0,7,82888,599,5,48,14.94,0
CUST08318,108877,0.36,2,11,67131,630,5,36,14.18,1
CUST08319,122199,0.14,11,9,98074,675,3,48,10.04,0
CUST08320,52391,0.55,6,5,18014,727,0,60,10.58,1
CUST08321,43010,0.51,27,12,28673,590,1,48,13.45,1
CUST08322,101398,0.18,24,2,40758,458,6,60,17.69,1
CUST08323,193869,0.25,31,6,52358,641,2,60,11.46,0
CUST08324,144852,0.11,33,3,60731,571,3,36,12.07,1
CUST08325,166617,0.24,0,2,19947,369,4,48,18.21,0
CUST08326,186492,0.3,35,8,22993,338,6,36,20.77,0
CUST08327,197336,0.33,21,9,22678,533,3,36,14.66,1
CUST08328,173626,0.12,7,2,85871,469,7,60,17.67,1
CUST08329,55172,0.3,12,7,57527,571,1,60,12.69,0
CUST08330,184912,0.42,4,15,27028,700,1,48,10.33,0
CUST08331,24803,0.14,2,15,84694,737,8,60,12.69,0
CUST08332,49196,0.45,14,15,7337,311,1,60,19.56,0
CUST08333,83061,0.48,17,12,13620,744,4,48,11.95,0
CUST08334,182364,0.2,3,13,62183,475,6,48,16.98,0
CUST08335,189631,0.56,5,1,22721,779,7,60,14.43,0
CUST08336,144875,0.51,13,6,15735,366,5,48,21.14,1
CUST08337,150835,0.32,40,12,51190,629,4,60,13.68,0
CUST08338,183761,0.18,24,6,3118,455,7,48,17.96,1
CUST08339,117677,0.36,17,4,60440,718,6,48,12.96,0
CUST08340,128177,0.07,11,1,16263,671,3,60,10.07,1
CUST08341,87280,0.09,11,10,22287,679,3,60,10.05,0
CUST08342,54118,0.34,31,3,32281,837,2,48,7.4,0
CUST08343,187256,0.05,31,8,9448,337,3,48,16.69,1
CUST08344,33868,0.39,16,9,68638,436,5,48,18.65,1
CUST08345,164396,0.26,5,8,81681,566,3,60,13.88,0
CUST08346,129524,0.52,16,13,57119,751,5,60,13.32,0
CUST08347,55580,0.17,2,8,29189,817,7,48,9.98,0
CUST08348,100580,0.19,31,15,50446,698,4,60,11.14,0
CUST08349,77421,0.4,40,9,22627,470,4,36,17.29,0
CUST08350,78476,0.26,9,1,68020,595,8,36,16.24,0
CUST08351,63754,0.31,35,12,66899,451,4,60,17.49,0
CUST08352,56783,0.42,3,11,87164,605,2,60,13.61,1
CUST08353,152091,0.47,3,12,8395,554,3,60,15.82,1
CUST08354,41925,0.36,4,9,56514,512,2,60,15.15,0
CUST08355,44550,0.33,14,6,12366,622,8,36,16.21,0
CUST08356,154852,0.57,30,14,59923,533,8,48,20.08,1
CUST08357,161352,0.39,39,13,78875,723,3,48,10.99,0
CUST08358,53862,0.3,15,9,31937,801,1,36,7.17,0
CUST08359,70767,0.39,12,5,5393,563,6,36,16.58,1
CUST08360,123862,0.46,36,8,55658,832,1,36,7.77,0
CUST08361,41920,0.46,31,1,49327,319,1,48,18.97,0
CUST08362,112397,0.21,37,9,17371,526,6,48,15.95,0
CUST08363,130526,0.31,29,1,56989,370,4,60,19.25,1
CUST08364,114471,0.34,28,9,71713,808,2,36,8.04,0
CUST08365,77768,0.49,12,2,73305,574,8,36,18.54,1
CUST08366,79864,0.36,32,13,72815,546,8,60,18.61,0
CUST08367,30076,0.41,0,4,67480,801,0,60,7.85,0
CUST08368,118560,0.08,2,11,73034,540,3,36,12.5,0
CUST08369,51259,0.15,4,14,58349,415,3,48,15.79,0
CUST08370,50889,0.55,12,4,66011,334,8,36,24.26,1
CUST08371,100151,0.33,37,7,24494,716,2,48,9.96,0
CUST08372,107091,0.53,21,1,35937,735,1,60,10.95,0
CUST08373,167848,0.31,34,1,2961,635,4,48,12.97,0
CUST08374,141782,0.12,18,3,33768,826,8,60,10.58,0
CUST08375,74797,0.25,33,14,53664,826,5,36,9.02,1
CUST08376,90978,0.38,13,3,22386,450,4,48,17.57,1
CUST08377,166692,0.24,12,7,52311,354,1,60,16.94,0
CUST08378,130022,0.24,31,5,54012,630,2,60,11.62,1
CUST08379,77698,0.41,30,4,6895,321,5,60,21.82,0
CUST08380,108473,0.27,35,15,1994,689,0,48,8.67,0
CUST08381,90697,0.38,16,11,34053,724,3,60,11.39,0
CUST08382,30492,0.33,19,6,2442,326,5,60,21.07,1
CUST08383,71274,0.58,25,8,45848,346,3,48,20.74,1
CUST08384,30155,0.41,4,15,72035,316,3,48,20.03,0
CUST08385,187106,0.24,40,7,78246,514,3,36,14.35,0
CUST08386,44947,0.22,7,9,71073,673,6,36,12.82,0
CUST08387,128102,0.57,19,2,39023,651,2,48,13.3,1
CUST08388,192358,0.58,0,8,95162,498,2,60,17.22,0
CUST08389,83118,0.38,6,9,40086,558,1,48,13.11,0
CUST08390,61883,0.48,11,6,57963,359,0,48,17.55,1
CUST08391,54107,0.23,0,15,86487,757,7,36,11.77,0
CUST08392,48243,0.25,32,1,47398,668,3,48,11.07,0
CUST08393,51114,0.29,26,2,5430,808,1,48,6.94,0
CUST08394,157843,0.34,17,5,83815,617,0,60,11.3,1
CUST08395,176303,0.52,29,13,16274,835,3,60,10.09,0
CUST08396,21123,0.47,39,7,27936,721,5,48,13.07,0
CUST08397,109837,0.29,23,5,88676,691,2,36,10.19,1
CUST08398,81785,0.43,2,15,10016,534,6,48,17.53,1
CUST08399,75816,0.1,20,13,92161,550,5,60,14.35,1
CUST08400,181402,0.25,11,10,72534,828,4,36,8.28,0
CUST08401,88700,0.42,21,14,7378,748,0,36,8.59,0
CUST08402,168631,0.49,19,12,58963,522,3,48,16.18,0
CUST08403,168183,0.33,5,4,64994,371,3,36,18.19,1
CUST08404,111088,0.18,25,6,3047,423,1,36,14.46,0
CUST08405,180086,0.56,1,14,84226,680,4,36,13.99,1
CUST08406,150252,0.56,17,15,94718,832,0,60,8.37,0
CUST08407,87344,0.54,27,11,28161,471,4,60,18.89,0
CUST08408,96110,0.1,39,2,93246,404,6,36,17.73,1
CUST08409,144537,0.14,31,4,93203,653,4,60,11.72,1
CUST08410,134613,0.12,35,7,83793,727,0,60,7.14,1
CUST08411,128759,0.51,26,1,9536,474,1,48,15.98,0
CUST08412,191368,0.22,25,7,97897,397,7,36,19.54,1
CUST08413,45873,0.44,27,1,92192,789,0,60,8.35,0
CUST08414,70709,0.22,20,4,14335,752,1,36,7.6,0
CUST08415,68604,0.46,17,6,70787,636,6,60,16.05,0
CUST08416,52518,0.46,7,5,90138,376,8,48,22.62,0
CUST08417,93651,0.25,37,6,31063,567,0,48,11.17,1
CUST08418,87746,0.29,2,10,88114,520,8,36,18.12,0
CUST08419,81298,0.37,40,15,83117,505,0,36,13.49,0
CUST08420,166469,0.43,34,3,31106,313,8,48,23.76,1
CUST08421,35234,0.45,16,8,64837,671,1,36,11.21,0
CUST08422,53747,0.09,21,3,90343,583,7,60,14.95,0
CUST08423,96258,0.36,4,8,35567,840,5,36,9.6,0
CUST08424,169187,0.24,6,9,9341,600,6,48,14.57,0
CUST08425,26168,0.36,26,6,98706,780,1,36,8.11,0
CUST08426,31766,0.23,39,13,83538,802,0,36,5.89,1
CUST08427,109121,0.1,18,11,38621,341,1,36,15.61,0
CUST08428,191265,0.08,30,9,92671,559,3,60,12.59,0
CUST08429,157456,0.51,35,5,2887,737,3,48,11.65,0
CUST08430,67014,0.35,9,13,58724,623,5,48,14.25,0
CUST08431,198529,0.4,8,4,20401,540,8,36,18.56,0
CUST08432,63168,0.24,5,4,81297,365,4,36,18.3,0
CUST08433,70110,0.28,19,11,37878,615,0,48,10.37,0
CUST08434,168829,0.14,16,9,85160,355,7,48,19.82,1
CUST08435,196572,0.32,33,11,32497,537,8,48,17.99,1
CUST08436,97041,0.14,15,9,14767,492,2,36,13.33,1
CUST08437,134446,0.35,39,11,31807,351,5,36,20.19,1
CUST08438,161773,0.49,8,14,47386,564,5,36,16.66,0
CUST08439,60892,0.53,1,14,98743,737,3,36,11.81,0
CUST08440,169746,0.24,24,13,70078,658,3,36,11.21,0
CUST08441,166598,0.49,18,4,62601,839,6,36,11.36,0
CUST08442,154553,0.44,23,8,71337,525,2,60,15.51,0
CUST08443,171681,0.13,35,11,8985,722,0,48,6.83,1
CUST08444,167619,0.23,18,15,55859,456,6,60,18.14,0
CUST08445,101161,0.44,14,1,88847,746,5,36,12.29,0
CUST08446,138370,0.23,38,15,69431,734,5,60,11.37,1
CUST08447,187972,0.09,25,8,78671,348,4,48,17.47,0
CUST08448,182121,0.54,38,8,37275,366,0,48,17.88,1
CUST08449,124279,0.57,29,10,5894,789,6,60,13.59,0
CUST08450,67607,0.05,26,12,81498,685,7,36,11.9,0
CUST08451,70785,0.5,11,4,99204,482,1,60,16.23,1
CUST08452,120787,0.21,35,15,65788,737,4,60,10.45,0
CUST08453,101268,0.32,40,6,88858,666,7,60,14.97,1
CUST08454,115522,0.47,21,10,46942,693,5,36,13.69,0
CUST08455,99025,0.34,9,12,72280,784,8,36,12.76,1
CUST08456,41602,0.31,40,12,18093,544,3,36,14.26,0
CUST08457,118451,0.53,2,13,97374,576,5,60,17.22,1
CUST08458,50710,0.15,4,6,43726,389,8,60,20.36,0
CUST08459,161750,0.39,26,13,91634,534,8,36,18.61,1
CUST08460,144677,0.2,6,15,77701,775,8,48,11.84,0
CUST08461,140540,0.5,25,4,51629,556,8,60,19.51,0
CUST08462,192639,0.56,7,8,73399,496,7,48,20.1,1
CUST08463,122191,0.13,6,10,53688,807,5,48,8.48,0
CUST08464,59155,0.18,2,11,78096,807,7,36,10.28,0
CUST08465,114178,0.47,5,12,81381,477,7,48,19.8,1
CUST08466,25965,0.54,12,6,1350,563,3,60,16.18,0
CUST08467,53928,0.24,0,15,95256,355,0,36,15.72,0
CUST08468,177659,0.45,14,8,46628,421,1,36,16.66,1
CUST08469,121695,0.46,6,3,51279,840,2,60,8.8,0
CUST08470,192942,0.22,7,6,38811,412,8,60,20.42,0
CUST08471,87372,0.24,12,2,50776,818,6,36,9.82,0
CUST08472,147149,0.32,23,6,45358,829,2,60,7.92,0
CUST08473,165361,0.29,37,6,8288,380,4,60,18.87,0
CUST08474,94773,0.52,37,13,80689,738,6,48,13.8,0
CUST08475,151476,0.51,40,7,55249,526,3,36,16.25,0
CUST08476,80416,0.57,10,14,79451,357,6,48,22.52,1
CUST08477,199550,0.14,0,6,39737,814,3,36,7.01,0
CUST08478,21714,0.25,4,1,11986,496,5,60,16.72,1
CUST08479,139871,0.51,17,5,2340,353,4,48,20.72,1
CUST08480,55638,0.19,28,11,43533,365,4,36,17.9,1
CUST08481,173286,0.57,13,6,61387,332,0,48,18.86,0
CUST08482,55035,0.1,22,13,5555,712,4,36,9.61,0
CUST08483,20055,0.11,18,9,65640,311,5,48,19.14,1
CUST08484,48689,0.29,33,3,46914,598,3,48,12.92,1
CUST08485,43982,0.41,4,8,26475,348,8,48,22.83,1
CUST08486,95830,0.51,34,8,16805,447,3,60,18.47,0
CUST08487,182235,0.5,31,3,79337,316,1,48,19.35,1
CUST08488,115199,0.25,26,3,15623,734,3,60,10.13,0
CUST08489,36417,0.48,37,5,2711,347,5,60,21.81,1
CUST08490,49843,0.4,38,6,81698,393,0,60,16.67,1
CUST08491,35953,0.4,0,5,68406,769,2,36,9.37,0
CUST08492,167847,0.47,2,3,84677,601,3,36,14.29,0
CUST08493,143369,0.42,16,14,27313,573,8,48,18,0
CUST08494,125601,0.56,36,5,6478,654,2,48,13.16,0
CUST08495,134820,0.26,39,2,30601,431,7,48,19.12,0
CUST08496,52045,0.14,11,15,54759,385,2,60,16.17,0
CUST08497,56683,0.32,9,13,51409,415,4,60,18.35,1
CUST08498,113651,0.1,28,15,47858,712,7,48,11.71,1
CUST08499,194318,0.13,18,9,31717,575,4,36,12.84,0
CUST08500,199389,0.11,5,12,20439,437,3,36,14.99,0
CUST08501,60575,0.48,25,12,14353,424,5,60,20.13,1
CUST08502,53783,0.22,4,5,5583,346,1,60,16.96,0
CUST08503,77876,0.29,14,13,29931,550,8,36,17.47,0
CUST08504,33787,0.56,11,1,30786,532,2,36,15.82,0
CUST08505,112217,0.06,25,3,6897,786,6,36,9.08,0
CUST08506,186366,0.36,27,6,37677,831,6,36,10.49,0
CUST08507,123041,0.19,32,10,78063,633,8,48,14.85,1
CUST08508,118511,0.08,26,4,67700,456,8,48,17.84,0
CUST08509,155492,0.46,29,2,14967,727,7,48,14.26,0
CUST08510,113266,0.27,39,8,83317,557,0,36,11.55,0
CUST08511,117817,0.58,17,8,88719,464,3,60,18.66,1
CUST08512,179933,0.59,8,13,85000,476,2,48,17.28,0
CUST08513,168108,0.48,34,10,75954,454,4,48,18.28,0
CUST08514,172011,0.56,28,13,30203,487,3,36,17.5,0
CUST08515,179859,0.18,1,7,80853,456,2,36,14.44,1
CUST08516,106613,0.24,21,1,15787,451,2,48,15.03,1
CUST08517,86801,0.32,20,14,64952,518,4,48,15.6,1
CUST08518,131072,0.34,25,1,40390,565,2,48,13.34,1
CUST08519,94330,0.46,32,8,60952,719,3,60,12.14,1
CUST08520,108287,0.14,29,4,70852,667,4,48,10.91,1
CUST08521,39206,0.43,4,7,86119,785,1,60,9.06,0
CUST08522,183119,0.58,19,15,73026,621,5,60,16.64,0
CUST08523,172934,0.6,27,8,47951,607,8,36,18.7,1
CUST08524,120435,0.15,30,7,34335,590,1,60,11.07,0
CUST08525,171365,0.3,20,14,69123,714,7,48,13.27,0
CUST08526,183631,0.29,1,7,75317,520,2,36,13.92,0
CUST08527,94875,0.32,30,11,72254,412,4,48,17.92,0
CUST08528,46047,0.15,13,1,64917,693,0,60,8.13,0
CUST08529,72006,0.27,26,9,31124,357,5,60,19.92,1
CUST08530,135976,0.28,18,2,40600,762,7,60,12.56,0
CUST08531,188032,0.32,20,2,65996,462,8,48,19.63,1
CUST08532,52601,0.13,40,2,29608,354,3,48,16.96,0
CUST08533,158284,0.23,21,2,29915,796,4,48,8.82,0
CUST08534,71951,0.5,29,14,64574,661,6,36,15.32,0
CUST08535,63173,0.3,27,11,31294,507,0,36,12.88,0
CUST08536,51160,0.48,33,14,93846,749,8,60,15.14,1
CUST08537,29687,0.47,10,1,93133,499,7,60,19.82,1
CUST08538,48888,0.1,38,5,10268,783,0,48,5.26,0
CUST08539,24190,0.52,10,8,48668,326,4,48,21.39,1
CUST08540,118118,0.08,38,9,89256,815,2,36,5.8,0
CUST08541,57029,0.39,16,1,26965,737,2,60,10.49,0
CUST08542,110364,0.57,36,5,47471,762,5,36,12.98,1
CUST08543,114695,0.27,17,8,67134,409,1,48,15.48,0
CUST08544,174661,0.59,0,1,65553,465,5,48,19.62,0
CUST08545,161054,0.18,21,13,31443,383,8,48,20.23,1
CUST08546,176859,0.41,34,5,52398,377,6,36,20.8,1
CUST08547,153273,0.39,40,8,53645,390,1,48,16.86,1
CUST08548,36707,0.13,21,8,23918,828,7,36,9.42,0
CUST08549,92259,0.32,29,1,55263,319,8,48,22.75,0
CUST08550,46470,0.33,4,11,64276,592,0,48,11.27,1
CUST08551,39117,0.58,9,11,53237,828,2,60,10.02,0
CUST08552,63770,0.51,35,2,39729,672,4,48,13.76,1
CUST08553,39529,0.49,13,9,18357,425,7,48,21.09,1
CUST08554,150421,0.4,34,12,21101,400,7,60,21.42,1
CUST08555,196001,0.25,5,1,26081,429,4,48,16.99,0
CUST08556,77197,0.43,38,7,61299,526,0,36,13.51,1
CUST08557,185687,0.37,36,4,97459,463,7,36,19.3,1
CUST08558,175710,0.23,13,9,54682,569,8,36,16.57,0
CUST08559,31819,0.4,3,1,16456,337,5,48,20.89,1
